start_index,stop_index,signal_class
345665,350032,N
346032,350415,N
346415,350781,N
346781,351148,N
347148,351506,N
347506,351881,N
347881,352256,N
348256,352630,N
348630,352997,N
348997,353364,N
349364,353746,N
349746,354105,N
350105,354472,N
350472,354863,N
350863,355222,N
351222,355587,N
351587,355962,N
351962,356328,N
352328,356695,N
352695,357062,N
353062,357428,N
353428,357787,N
353787,358161,N
354161,358527,N
354527,358894,N
354894,359269,N
355269,359627,N
355627,359977,N
355977,360352,N
356352,360709,N
356709,361076,N
357076,361435,N
357435,361793,N
357793,362159,N
358159,362526,N
358526,362893,N
358893,363259,N
359259,363634,N
359634,363991,N
359991,364367,N
360367,364742,N
360742,365116,N
361116,365491,N
361491,365857,N
361857,366232,N
362232,366598,N
362598,366973,N
362973,367348,N
363348,367723,N
363723,368082,N
364082,368456,N
364456,368822,N
364822,369189,N
365189,369564,N
365564,369930,N
365930,370288,N
366288,370655,N
366655,371021,N
367021,371388,N
367388,371746,N
367746,372112,N
368112,372471,N
368471,372836,N
368836,373203,N
369203,373553,N
369553,373928,N
369928,374294,N
370294,374653,N
370653,375019,N
371019,375385,N
371385,375744,N
371744,376101,N
372101,376468,N
372468,376835,N
372835,377193,N
373193,377559,N
373559,377917,N
373917,378293,N
374293,378667,N
374667,379025,N
375025,379392,N
375392,379766,N
375766,380133,N
376133,380515,N
376515,380866,N
376866,381232,N
377232,381623,N
377623,381973,N
377973,382356,N
378356,382724,N
378724,383098,N
379098,383464,N
379464,383847,N
379847,384214,N
380214,384605,N
380605,384971,N
380971,385346,N
381346,385713,N
381713,386079,N
382079,386454,N
382454,386829,N
382829,387203,N
383203,387570,N
383570,387944,N
383944,388319,N
384319,388686,N
384686,389077,N
385077,389444,N
385444,389810,N
385810,390177,N
386177,390559,N
386559,390926,N
386926,391293,N
387293,391659,N
387659,392018,N
388018,392392,N
388392,392758,N
388758,393133,N
389133,393508,N
389508,393866,N
389866,394225,N
390225,394599,N
390599,394965,N
390965,395332,N
391332,395690,N
391690,396048,N
392048,396406,N
392406,396773,N
392773,397131,N
393131,397498,N
393498,397863,N
393863,398230,N
394230,398596,N
394596,398971,N
394971,399330,N
395330,399704,N
395704,400079,N
396079,400445,N
396445,400812,N
396812,401178,N
397178,401552,N
397552,401920,N
397920,402286,N
398286,402644,N
398644,403010,N
399010,403377,N
399377,403735,N
399735,404110,N
400110,404468,N
400468,404826,N
400826,405201,N
401201,405559,N
401559,405926,N
401926,406300,N
402300,406666,N
402666,407041,N
403041,407399,N
403399,407766,N
403766,408124,N
404124,408507,N
404507,408857,N
404857,409239,N
405239,409590,N
405590,409957,N
405957,410315,N
406315,410681,N
406681,411047,N
407047,411397,N
407397,411763,N
407763,412114,N
408114,412471,N
408471,412830,N
408830,413205,N
409205,413555,N
409555,413914,N
409914,414279,N
410279,414646,N
410646,414996,N
410996,415362,N
411362,415720,N
411720,416070,N
412070,416428,N
412428,416786,N
412786,417144,N
413144,417478,N
413478,417827,N
413827,418177,N
414177,418536,N
414536,418894,N
414894,419251,N
415251,419593,N
415593,419951,N
415951,420309,N
416309,420668,N
416668,421034,N
417034,421392,N
417392,421750,N
417750,422117,N
418117,422475,N
418475,422833,N
418833,423200,N
419200,423558,N
419558,423924,N
419924,424291,N
420291,424657,N
420657,425023,N
421023,425390,N
421390,425748,N
421748,426107,N
422107,426473,N
422473,426831,N
422831,427198,N
423198,427564,N
423564,427923,N
423923,428289,N
424289,428655,N
424655,429022,N
425022,429405,N
425405,429755,N
425755,430130,N
426130,430513,N
426513,430880,N
426880,431262,N
427262,431638,N
427638,432012,N
428012,432387,N
428387,432761,N
428761,433136,N
429136,433512,N
429512,433878,N
429878,434253,N
430253,434636,N
430636,435011,N
431011,435386,N
431386,435753,N
431753,436129,N
432129,436519,N
432519,436903,N
432903,437285,N
433285,437652,N
433652,438035,N
434035,438410,N
434410,438801,N
434801,439184,N
435184,439551,N
435551,439926,N
435926,440309,N
436309,440676,N
436676,441067,N
437067,441450,N
437450,441817,N
437817,442200,N
438200,442567,N
438567,442934,N
438934,443301,N
439301,443667,N
439667,444041,N
440041,444407,N
440407,444783,N
440783,445149,N
441149,445507,N
441507,445874,N
441874,446249,N
442249,446624,N
442624,446982,N
442982,447356,N
443356,447723,N
443723,448098,N
444098,448464,N
444464,448831,N
444831,449198,N
445198,449565,N
445565,449939,N
445939,450322,N
446322,450697,N
446697,451064,N
447064,451430,N
447430,451830,N
447830,452196,N
448196,452571,N
448571,452938,N
448938,453321,N
449321,453688,N
449688,454063,N
450063,454446,N
450446,454836,N
450836,455212,N
451212,455587,N
451587,455986,N
451986,456369,N
452369,456745,N
452745,457137,N
453137,457519,N
453519,457911,N
453911,458294,N
454294,458670,N
454670,459060,N
455060,459819,N
455819,460201,N
456201,460585,N
456585,460960,N
456960,461351,N
457351,461733,N
457733,462100,N
458100,462484,N
458484,462867,N
458867,463242,N
459242,463617,N
459617,464000,N
460000,464375,N
460375,464749,N
460749,465124,N
461124,465491,N
461491,465874,N
461874,466248,N
462248,466624,N
462624,466990,N
462990,467382,N
463382,467749,N
463749,468140,N
464140,468515,N
464515,468897,N
464897,469265,N
465265,469655,N
465655,470030,N
466030,470398,N
466398,470772,N
466772,471155,N
467155,471522,N
467522,471905,N
467905,472288,N
468288,472655,V
468655,473405,N
469405,473778,N
469778,474161,N
470161,474529,N
470529,474895,N
470895,475278,N
471278,475645,N
471645,476011,N
472011,476386,N
472386,476769,N
472769,477144,N
473144,477511,N
473511,477877,N
473877,478260,N
474260,478635,N
474635,478993,N
474993,479360,N
475360,479742,N
475742,480109,N
476109,480475,N
476475,480834,N
476834,481208,N
477208,481567,N
477567,481925,N
477925,482291,N
478291,482649,N
478649,483016,N
479016,483382,N
479382,483724,N
479724,484082,N
480082,484440,N
480440,484798,N
480798,485148,N
481148,485507,N
481507,485873,N
481873,486223,N
482223,486581,N
482581,486947,N
482947,487297,N
483297,487647,N
483647,488005,N
484005,488372,N
484372,488721,N
484721,489088,N
485088,489446,N
485446,489820,N
485820,490187,N
486187,490546,N
486546,490912,N
486912,491278,N
487278,491636,N
487636,492011,N
488011,492377,N
488377,492736,N
488736,493103,N
489103,493469,N
489469,493844,N
489844,494210,N
490210,494568,N
490568,494934,N
490934,495301,N
491301,495651,N
491651,496025,N
492025,496384,N
492384,496750,N
492750,497117,N
493117,497475,N
493475,497849,N
493849,498200,N
494200,498574,N
494574,498941,N
494941,499308,N
495308,499666,N
495666,500040,N
496040,500415,N
496415,500774,N
496774,501156,N
497156,501523,N
497523,501898,N
497898,502281,N
498281,502648,N
498648,503023,N
499023,503397,N
499397,503764,N
499764,504147,N
500147,504513,N
500513,504880,N
500880,505263,N
501263,505638,N
501638,506029,N
502029,506396,N
502396,506788,N
502788,507161,N
503161,507545,N
503545,507936,N
503936,508303,N
504303,508695,N
504695,509061,N
505061,509452,N
505452,509827,N
505827,510194,N
506194,510577,N
506577,510952,N
506952,511327,N
507327,511702,N
507702,512068,N
508068,512443,N
508443,512818,N
508818,513185,N
509185,513560,N
509560,513935,N
509935,514309,N
510309,514684,N
510684,515051,N
511051,515626,N
511626,515993,V
511993,516541,N
512541,516908,N
512908,517267,N
513267,517649,N
513649,518016,N
514016,518382,N
514382,518758,N
514758,519116,N
515116,519491,N
515491,519866,N
515866,520232,N
516232,520590,N
516590,520964,N
516964,521331,N
517331,521697,N
517697,522064,N
518064,522423,N
518423,522797,N
518797,523163,N
519163,523531,N
519531,523905,N
519905,524280,N
520280,524663,N
520663,525022,N
521022,525396,N
521396,525762,N
521762,526138,N
522138,526513,N
522513,526871,N
522871,527237,N
523237,527620,N
523620,527971,N
523971,528352,N
524352,528711,N
524711,529061,N
525061,529428,N
525428,529786,N
525786,530160,N
526160,530519,N
526519,530885,N
526885,531252,N
527252,531610,N
527610,531968,N
527968,532326,N
528326,532693,N
528693,533059,N
529059,533425,N
529425,533783,N
529783,534134,N
530134,534508,N
530508,534875,N
530875,535242,N
531242,535608,N
531608,535975,N
531975,536349,N
532349,536716,N
532716,537074,N
533074,537440,N
533440,537807,N
533807,538157,N
534157,538531,N
534531,538882,N
534882,539239,N
535239,539590,N
535590,539956,N
535956,540298,N
536298,540665,N
536665,541015,N
537015,541380,N
537380,541731,N
537731,542097,N
538097,542456,N
538456,542814,N
538814,543180,N
539180,543546,N
539546,543897,N
539897,544263,N
540263,544621,N
540621,544979,N
540979,545338,N
541338,545704,N
541704,546070,N
542070,546428,N
542428,546795,N
542795,547161,N
543161,547528,N
543528,547886,N
543886,548253,N
544253,548619,N
544619,548986,N
544986,549353,N
545353,549727,N
545727,550085,N
546085,550452,N
546452,550827,N
546827,551185,N
547185,551560,N
547560,551926,N
547926,552293,N
548293,552676,N
548676,553051,N
549051,553434,N
549434,553817,N
549817,554192,N
550192,554576,N
550576,554959,N
550959,555334,N
551334,555717,N
551717,556092,N
552092,556475,N
552475,556833,N
552833,557217,N
553217,557583,V
553583,558333,N
554333,558708,N
554708,559083,N
555083,559458,N
555458,559832,N
555832,560207,N
556207,560582,N
556582,560957,N
556957,561324,N
557324,561707,N
557707,562081,N
558081,562456,N
558456,562831,N
558831,563205,N
559205,563589,N
559589,563964,N
559964,564331,N
560331,564722,N
560722,565106,N
561106,565472,N
561472,565854,N
561854,566230,N
562230,566605,N
562605,566988,N
562988,567355,N
563355,567746,N
563746,568121,N
564121,568496,N
564496,568871,N
564871,569238,N
565238,569605,N
565605,569987,N
565987,570362,N
566362,570721,V
566721,571420,N
567420,571763,N
567763,572129,A
568129,572401,V
568401,573545,N
569545,574087,N
570087,574620,N
570620,574961,N
570961,575328,N
571328,575685,N
571685,576019,N
577026,581376,N
577376,581735,N
577735,582101,N
578101,582458,N
578458,582809,N
578809,583167,N
583839,588210,N
584210,588912,N
584912,589283,N
585283,589655,N
585655,589984,N
585984,590356,N
586356,591056,N
587056,591390,N
587390,591749,N
587749,592099,N
588099,592456,N
588456,592814,N
588814,593156,N
589156,593506,N
589506,593848,N
589848,594223,N
590223,594556,N
590556,594915,N
590915,595264,N
591264,595606,N
591606,595964,N
591964,596322,N
592322,596673,N
592673,597030,N
593030,597380,N
598295,602670,N
598670,603020,N
599020,603378,N
599378,603736,N
599736,604095,N
600095,604436,N
600436,604803,N
600803,605145,N
601145,605502,N
601502,605853,N
601853,606202,N
602202,606561,N
602561,606911,N
602911,607269,N
603269,607611,N
603611,607969,N
603969,608319,N
604319,608678,N
604678,609035,N
605035,609385,V
605385,610101,N
606101,610451,N
606451,610809,N
606809,611151,N
607151,611509,N
607509,611859,N
607859,612222,N
608222,612567,N
608567,612917,N
608917,613275,N
609275,613633,N
609633,613984,N
609984,614335,N
610335,614700,N
610700,615047,N
611047,615400,N
611400,615752,N
611752,616116,N
612116,616482,N
612482,616837,N
612837,617185,N
613185,617542,N
613542,617900,N
613900,618257,N
614257,618634,N
614634,618984,N
614984,619341,N
615341,619700,N
615700,620059,N
616059,620424,N
616424,620775,N
621063,625417,N
621417,625791,N
621791,626142,N
622142,626507,N
622507,626863,N
622863,627231,N
623231,627598,N
623598,627955,N
628651,633021,N
629021,633372,N
629372,633722,N
629722,634085,N
630085,634439,N
630439,634798,N
630798,635170,N
631170,635888,N
631888,636247,N
632247,636605,N
632605,636978,N
632978,637330,N
633330,637698,N
633698,638062,N
634062,638422,N
634422,638782,N
634782,639153,N
635153,639512,N
635512,639859,N
635859,640222,N
636222,640589,N
636589,640964,N
636964,641313,N
637313,641670,N
637670,642028,N
638028,642387,N
638387,642760,N
638760,643111,N
639111,643471,N
639471,643821,N
639821,644189,N
640189,644545,N
640545,644911,N
640911,645261,N
641261,645620,N
641620,645978,N
641978,646330,N
642330,646670,N
642670,647030,N
643030,647385,N
643385,647736,N
643736,648084,N
644084,648432,N
644432,648779,N
644779,649139,N
645139,649493,N
645493,649851,N
645851,650203,N
646203,650553,N
646553,650909,N
646909,651269,N
647269,651627,N
647627,651976,N
647976,652334,N
648334,652684,N
648684,653027,N
649027,653393,N
649393,653754,N
649754,654125,N
650125,654475,N
650475,654825,N
650825,655192,N
651192,655543,N
651543,655898,N
651898,656251,N
652251,656618,N
652618,656976,N
652976,657317,N
653317,657669,N
653669,658019,N
654019,658734,N
654734,659108,N
655108,659458,N
655458,659820,N
655820,660176,N
656176,660534,N
656534,660917,N
656917,661286,N
657286,661641,N
657641,662000,N
658000,662367,N
658367,662729,N
658729,663108,N
659108,663475,N
659475,663833,N
659833,664184,N
660184,664558,N
660558,664924,N
660924,665287,N
661287,665640,N
661640,665999,N
661999,666365,N
662365,666733,N
662733,667100,N
663100,667458,N
663458,667816,N
663816,668166,N
664166,668535,N
664535,668897,N
664897,669249,N
665249,669614,N
665614,669965,N
665965,670330,N
666330,670691,N
666691,671056,N
667056,671426,N
667426,671798,N
667798,672149,N
668149,672517,N
668517,672872,N
668872,673234,N
669234,673590,N
669590,673963,N
669963,674321,N
670321,674689,N
670689,675045,N
671045,675391,N
671391,675749,N
671749,676107,N
672107,676464,N
672464,676829,N
672829,677179,N
673179,677528,N
673528,677879,N
673879,678229,A
674229,678587,A
674587,679659,N
676744,681099,N
677099,681453,N
677453,681808,N
677808,682165,N
678165,682518,N
678518,682870,N
678870,683225,N
679225,683578,N
679578,683941,N
679941,684293,N
680293,684644,N
680644,685001,N
681001,685352,N
681352,685705,N
681705,686057,N
682057,686410,N
