start_index,stop_index,signal_class
755917,760624,N
756624,761217,N
757217,761976,N
757976,762796,N
758796,763599,N
759599,764001,A
760001,764808,N
760808,765475,N
761475,766050,N
762050,766465,N
762465,766882,N
762882,767267,N
763267,767947,N
763947,768515,N
764515,769340,N
765340,769774,N
765774,770147,N
766147,770565,N
766565,770831,V
766831,771806,N
767806,772264,A
768264,773497,N
769497,773914,A
769914,774572,A
770572,775147,V
771147,776380,N
772380,776755,A
772755,777013,A
773013,777563,N
773563,777971,N
773971,778221,V
774221,779028,N
775028,779429,A
776371,781005,N
777537,781953,V
777953,782554,N
778554,782945,N
781444,785803,V
781803,786095,A
782095,786801,N
782801,787385,N
783385,787727,A
783727,788144,N
784144,788527,N
784527,788933,N
784933,789336,N
785336,789727,A
785727,790528,N
786528,790902,V
786902,791971,N
788498,794569,N
790569,795191,A
791191,795592,A
791592,796388,N
792388,796976,N
792976,797751,N
793751,798133,N
794133,798518,A
794518,798942,N
794942,799725,N
795725,800118,V
796118,800875,N
796875,801136,V
797136,801724,N
797724,802084,N
798084,802499,N
798499,802908,N
798908,803557,N
799557,804365,N
800365,804948,N
800948,805358,V
801358,806140,N
802140,806482,V
802482,807282,N
803282,807656,V
810304,815078,N
811078,815442,A
811442,815828,A
811828,816613,N
813727,818495,N
820992,825242,V
821808,826402,N
822402,826791,V
825706,830073,N
826073,830497,A
826497,830890,A
826890,831922,N
827922,832323,A
828856,833321,N
829321,833714,A
829714,834529,N
830529,835270,N
831270,835528,A
831528,836462,N
832462,837112,N
833112,837510,A
833510,837904,N
833904,838436,N
834436,839086,N
835086,839616,N
835616,840045,V
836045,840420,V
836420,841168,N
837168,841586,N
837586,841926,V
838344,842941,N
838941,843501,N
839501,843860,N
839860,844268,N
840268,844684,N
840684,845042,N
841042,845442,N
841442,845825,N
841825,846224,N
842224,846615,N
842615,846965,N
842965,847366,N
843366,847758,N
843758,848549,N
844549,849315,N
845315,850539,N
846539,850899,A
846899,851708,N
847708,852156,A
848156,852790,A
848790,854388,N
850388,854786,A
850786,855180,A
851180,856096,N
852096,857353,N
853353,858503,N
854503,858870,A
854870,859286,A
855286,859883,N
855883,860437,N
856437,860792,V
861301,865750,V
861750,866500,N
862500,866932,V
862932,867691,N
863691,867947,A
863947,868341,A
864341,868899,N
864899,869265,N
865265,869540,V
865540,869941,A
865941,870540,N
866540,871732,N
867732,872089,A
868089,872972,N
868972,873405,A
869405,874447,N
870447,874988,N
870988,875255,A
871255,875845,N
871845,876204,V
872204,876455,V
872455,877657,N
873657,878223,N
874223,878843,A
875361,880420,N
876420,881360,N
877360,881769,A
877769,882149,A
878149,882561,N
878561,883219,N
879219,883619,N
879619,884025,N
880025,884471,N
880471,884934,N
880934,885335,A
881335,886017,N
882017,887017,N
883017,887408,A
883408,888225,N
884225,888649,N
884649,889000,A
885000,889465,A
885465,890506,N
888190,892901,N
888901,893756,N
890038,894916,N
890916,895970,N
891970,896370,A
892370,896954,N
892954,897321,V
893321,897969,N
893969,898524,N
894524,898945,A
894945,899212,V
895212,900487,N
896487,900852,A
896852,901303,A
897303,902102,N
898102,902551,N
898551,902919,A
898919,903584,N
899584,904400,N
900400,905225,N
901225,906443,N
903433,908233,N
904233,908641,N
904641,909033,N
905033,909425,A
905425,909791,A
905791,910874,N
906874,912098,N
908098,912506,A
908506,913505,N
909505,914139,N
910139,914547,A
910547,915098,A
911098,915931,N
911931,917112,N
913112,917513,A
913513,918171,N
914171,918720,N
914720,919145,N
915145,919512,N
915512,919936,N
915936,920587,N
916587,921170,N
917170,921545,V
917545,922241,N
918241,922654,N
918654,923063,N
919063,923476,N
919476,923935,A
919935,924860,N
920860,925475,N
921475,925878,A
921878,926460,N
922460,926728,V
922728,927609,N
924868,929998,N
925998,930858,N
926858,931117,A
927117,931527,A
928500,933748,N
929748,934132,A
930132,934912,A
930912,935265,V
931265,936748,N
932748,937147,A
933147,937939,N
934514,939132,N
935715,940747,N
936747,941148,A
937729,942148,N
938148,942531,V
938531,943147,N
939147,943541,N
939541,943937,A
939937,944329,A
940329,945114,N
941114,945505,N
941505,945897,A
941897,946288,N
942288,946862,N
942862,947646,N
943646,948003,V
944003,949245,N
945245,949620,A
945620,950287,N
946287,950697,A
946697,951512,N
947512,952314,N
948711,953111,A
949670,954484,N
950484,954768,V
950768,955879,N
956943,962183,N
958183,963426,N
959426,964256,N
960256,964800,A
960800,965075,A
961075,965484,N
961484,966073,N
962073,966707,N
962707,967265,N
963265,967715,V
963715,968101,A
964101,968912,N
964912,969556,N
966982,971398,A
967398,972031,N
968031,972853,N
968853,973414,N
969414,974070,N
970070,974471,V
970471,975472,N
971472,975863,A
971863,976162,A
972162,976856,N
972856,977679,N
973679,978279,N
974279,978696,V
974696,979511,N
975511,980165,N
976165,980995,N
976995,981410,A
977410,982237,N
978237,983467,N
979467,984278,N
980278,984684,A
980684,985091,A
981091,985501,N
981501,986093,N
982093,986464,N
982464,986892,N
982892,987144,V
983144,987717,N
983717,987969,V
983969,988951,N
984951,989201,A
985201,990199,N
986199,990566,A
986566,991440,N
987440,992100,N
988100,992515,V
988515,993340,N
989340,993932,V
989932,995029,N
991029,995456,A
991456,995882,A
991882,996480,N
992480,997139,N
993139,997556,A
993556,998139,N
994139,998980,N
994980,999829,N
995829,1000252,A
996252,1001070,N
999098,1003352,A
1001385,1006352,N
1002352,1007609,N
1003609,1007943,A
1003943,1008367,A
1004367,1008633,V
1004633,1009040,N
1005040,1009800,N
1005800,1010216,N
1006216,1010624,A
1006624,1011032,A
1007032,1011992,N
1007992,1013059,N
1009059,1014277,N
1010277,1015082,N
1011648,1016065,N
1012768,1017913,N
1015172,1019587,A
1015587,1020320,N
1016320,1021495,N
1017495,1022252,N
1018252,1022671,A
1018671,1023519,N
1019519,1023943,A
1019943,1024485,A
1020485,1025336,N
1021336,1025802,A
1021802,1026610,N
1022610,1026984,N
1022984,1027235,V
1023235,1027643,N
1023643,1028052,N
1024052,1028466,N
1024466,1028878,N
1025467,1029899,V
1025899,1030531,N
1026531,1030941,V
1027950,1032324,A
1028324,1033007,N
1029007,1033598,N
1029598,1033854,V
1029854,1034273,N
1030273,1034865,N
1030865,1035215,V
1031215,1035887,N
1031887,1036316,N
1032316,1036741,N
1032741,1037348,N
1033348,1037756,V
1033756,1038632,N
1034632,1038998,A
1034998,1039906,N
1035906,1040589,N
1036589,1041186,N
1037186,1041439,V
1037439,1042038,N
1038038,1042290,V
1038712,1043313,N
1039592,1044313,N
1040313,1044746,V
1041686,1046103,A
1042103,1046937,N
1042937,1047583,N
1043583,1048061,A
1044061,1048803,N
1046178,1050453,A
1046453,1051202,A
1047202,1052644,N
1052885,1057694,N
1054643,1059319,N
1055854,1060725,N
1056725,1061126,N
1057126,1061541,A
1057541,1061892,V
1057892,1062783,N
1058783,1063182,N
1059182,1063434,V
1059434,1063857,N
1059857,1064425,N
1060425,1064700,V
1060700,1065254,N
1061254,1065969,N
1061969,1066532,N
1062532,1067236,N
1063236,1067842,N
1063842,1068241,V
1064241,1069040,N
1065040,1069748,N
1065748,1070159,V
1066159,1070989,N
1066989,1071590,N
1067590,1071948,V
1067948,1072415,N
1069523,1073838,A
1071156,1075489,V
1071489,1076220,N
1072220,1076665,V
1072665,1077539,N
1073539,1077930,N
1073930,1078188,V
1074188,1078729,N
1074729,1079171,N
1075171,1079814,N
1075814,1080388,N
1076388,1080797,N
1076797,1081047,A
1077612,1082672,N
1079212,1083638,A
1079638,1084020,N
1080020,1084429,N
1080429,1084822,N
1080822,1085495,N
1081495,1086312,N
1084003,1088720,N
1086021,1090703,A
1086703,1091119,V
1087119,1092544,N
1088544,1092936,A
1088936,1094037,N
1090037,1094586,N
1090586,1094885,A
1090885,1095461,N
1091461,1095863,N
1091863,1096294,N
1092294,1096591,V
1092591,1097018,A
1093018,1097878,N
1093878,1098306,A
1094306,1098853,A
1094853,1100176,N
1096176,1100601,A
1096601,1101444,N
1097444,1101730,A
1097730,1102152,A
1098152,1102569,N
1098569,1103402,N
1099402,1103817,V
1099817,1104644,N
1100644,1105193,N
1101193,1105660,N
1101660,1106018,N
1102018,1106445,N
1102445,1106835,N
1102835,1107326,N
1103326,1107719,N
1103719,1108111,A
1104111,1108953,N
1104953,1109364,V
1105364,1110202,N
1106202,1110493,A
1106493,1111510,N
1107510,1112368,N
1108368,1112784,A
1108784,1113057,V
1109057,1113627,N
1109627,1114051,N
1110051,1114751,N
1110751,1115301,V
1111301,1116209,N
1112209,1116601,N
1112601,1116851,V
1112851,1117268,N
1113268,1118092,N
1114092,1118918,N
1114918,1119331,A
1115331,1119883,A
1115883,1120576,N
1116576,1121593,N
1117593,1123049,N
1120067,1124849,N
1120849,1125307,A
1121307,1125939,N
1121939,1126532,N
1122532,1127167,N
1123167,1127581,N
1123581,1127987,N
1123987,1128390,N
1126540,1131147,N
1127147,1131632,A
1127632,1132497,N
1128497,1132872,A
1128872,1133559,N
1129559,1133966,N
1129966,1134376,N
1130376,1134788,N
1130788,1135346,N
1131346,1136031,N
1132031,1136588,N
1132588,1136870,V
1132870,1137287,N
1133287,1137870,N
1133870,1138704,N
1135095,1139807,N
1135807,1140525,N
1139543,1144243,N
1142052,1146718,N
1142718,1147125,A
1143125,1147534,N
1143534,1147941,N
1143941,1148349,N
1144349,1148947,N
1145751,1150117,V
1146917,1151342,N
1147342,1151593,V
1148158,1152616,N
1148616,1153399,N
1149399,1153799,A
1149799,1154583,N
1150583,1155431,N
1151431,1156672,N
1152672,1157049,A
1153049,1157367,A
1153367,1158106,N
1154106,1158556,N
1154556,1158974,A
1154974,1159414,A
1155414,1160314,N
1156314,1160726,A
1156726,1161372,N
1157372,1162338,N
1158338,1162613,A
1158613,1163029,A
1159029,1163614,N
1159988,1164312,A
1162421,1166769,V
1162769,1167653,N
1163653,1167937,A
1163937,1168802,N
1164802,1169195,V
1165195,1170052,N
1166052,1170344,V
1166344,1171360,N
1167360,1171793,A
1167793,1172443,N
1168443,1172867,V
1168867,1173458,N
1169458,1173902,N
1169902,1174553,N
1170553,1175109,N
1171109,1175400,V
1171400,1175958,N
1171958,1176359,V
1172359,1177273,N
1173273,1177642,A
1173642,1178315,N
1174315,1179143,N
1175143,1179558,V
1175558,1180399,N
1176399,1180815,A
1176815,1181381,N
1177381,1181807,V
1177807,1182623,N
1178623,1182903,A
1178903,1184281,N
1180281,1184964,N
1180964,1185555,A
1181555,1186330,N
1182330,1187595,N
1183595,1188680,N
1184680,1189287,A
1185287,1189715,A
1185715,1190002,V
1186002,1190719,N
1186719,1191135,A
1187135,1191551,A
1188551,1192909,A
1188909,1193735,N
1189735,1194150,V
1190150,1194992,N
1190992,1195383,V
1191383,1196181,N
1192181,1196592,V
1192592,1197281,N
1194658,1199749,N
1198571,1203097,A
1199564,1204219,N
1200219,1204778,N
1200778,1205187,N
1201187,1205469,A
1201469,1206069,N
1202069,1206927,N
1202927,1207268,A
1203268,1207693,A
1203693,1208400,N
1204400,1209392,N
1205392,1209800,A
1207848,1212167,V
1208167,1212886,N
1209301,1213856,N
1209856,1214689,N
1210689,1215113,N
1211113,1215382,V
1211382,1215938,N
1211938,1216405,N
1212405,1216771,V
1212771,1217579,N
1213579,1218004,N
1214004,1218420,A
1214420,1218695,V
1214695,1219670,N
1215670,1220160,A
1216160,1220944,N
1216944,1221361,V
1217361,1222069,N
1218069,1222635,N
1218635,1223061,V
1219901,1224293,A
1220293,1224577,V
1220577,1225958,N
1221958,1226374,A
1222374,1227073,A
1223073,1227632,N
1224524,1229172,V
1226922,1231209,A
1228097,1232390,V
1230203,1235282,N
1232102,1236661,A
1232661,1237119,V
1233119,1237761,N
1233761,1238327,N
1234327,1239159,N
1235159,1240034,N
1236034,1240443,A
1236443,1240842,A
1236842,1242149,N
1238149,1242567,A
1239390,1243782,V
1239782,1244487,N
1240487,1244899,N
1240899,1245389,A
1241389,1246240,N
1242240,1247505,N
1243505,1247963,A
1243963,1248654,N
1244654,1249103,N
1245103,1249853,N
1245853,1250770,N
1246770,1251025,A
1247025,1252019,N
1248019,1252470,A
1248470,1253285,N
1249285,1253701,A
1249701,1254151,A
1250151,1255001,N
1251001,1255808,N
1251808,1256692,N
1252692,1257474,N
1253474,1257875,A
1253875,1258590,N
1254590,1259011,A
1255011,1259432,A
1255432,1260448,N
1257998,1262784,N
1258784,1263512,N
1261795,1266179,A
1262179,1266479,V
1262479,1266969,N
1262969,1267261,V
1263261,1268236,N
1264236,1268660,A
1264660,1269387,N
1265387,1269811,A
1265811,1270645,N
1266645,1271601,N
1267601,1271875,A
1268884,1273683,N
1269683,1274383,N
1270383,1274799,A
1270799,1275391,N
1271391,1275798,V
1271798,1276615,N
1272615,1277023,N
1273023,1277303,V
1273303,1277722,N
1273722,1278307,N
1274307,1278689,N
1274689,1279106,N
1275106,1279571,N
1275571,1279930,N
1275930,1280347,A
1276347,1281175,N
1277175,1281439,A
1277439,1282387,N
1278387,1283079,N
1279654,1284470,N
1280470,1284878,V
1280878,1285686,N
1281686,1286118,V
1283359,1288143,N
1284143,1288992,N
1286250,1290650,A
1288373,1292740,A
1288740,1293107,N
1289107,1293532,N
1289532,1293847,N
1289847,1294274,N
1290274,1294889,N
1290889,1295548,N
1291548,1296058,V
1292058,1296955,N
1292955,1297355,A
1293355,1297830,A
1293830,1298205,V
1294205,1299538,N
1296336,1300688,N
1296688,1301063,A
1297063,1301802,N
1298385,1302770,V
1298770,1303451,N
1299451,1303987,N
1299987,1304419,N
1300419,1304840,N
1300840,1305127,A
1301127,1305710,N
1301710,1306825,N
1302825,1307380,A
1303380,1308683,N
1304683,1309100,A
1305100,1309501,A
1305501,1309755,V
1305755,1310176,N
1306176,1310733,N
1306733,1311149,N
1307149,1311581,N
1307581,1311874,V
1307874,1312304,N
1308304,1312733,N
1308733,1313591,N
1309591,1314130,N
1310130,1314449,V
1310449,1315022,N
1312141,1317105,N
1313105,1317455,A
1313455,1318179,N
1315455,1319878,V
1315878,1320879,N
1317337,1321745,A
1317745,1322420,N
1318420,1322977,N
1318977,1323819,N
1319819,1324276,N
1322184,1326593,N
1322593,1327134,N
1324024,1328664,N
1325249,1329632,N
1325632,1330099,N
1326099,1330505,V
1326505,1331356,N
1327356,1331764,N
1327764,1332164,A
1328164,1332588,A
1328588,1333421,N
1329421,1333829,V
1329829,1334492,N
1330492,1335037,N
1331037,1335752,N
1331752,1336175,N
1332175,1336753,N
1332753,1337185,N
1333185,1337444,V
1333444,1338061,N
1334061,1338460,N
1334460,1338893,N
1334893,1339526,N
1335526,1340101,N
1336101,1340543,N
1336543,1340919,V
1336919,1341618,N
1337618,1342044,A
1338044,1342475,A
1338475,1343533,N
1339533,1343875,A
1339875,1344790,N
1340790,1345199,A
1341199,1346014,N
1342014,1346398,A
1342398,1347304,N
1344146,1348529,A
1344529,1349353,N
1345729,1350440,N
1346440,1350861,N
1346861,1351285,N
1347285,1351753,N
1347753,1352196,N
1348196,1352627,N
1348627,1352919,V
1349502,1353911,N
1349911,1354380,N
1350380,1354809,N
1350809,1355568,N
1356431,1360714,A
1357130,1361548,N
1357548,1361970,A
1357970,1362388,A
1358388,1363405,N
1359405,1364078,N
1360078,1364495,A
1360495,1364916,N
1360916,1365519,N
1361519,1365944,N
1361944,1366344,N
1362344,1366661,V
1362661,1367399,N
1363399,1367826,A
1363826,1368254,A
1364254,1369309,N
1365309,1369970,N
1365970,1370399,A
1366399,1370832,N
1366832,1371263,A
1367263,1371694,A
1367694,1372731,N
1368731,1372999,A
1368999,1373433,A
1369433,1373862,N
1369862,1374289,N
1370289,1374839,N
1370839,1375765,N
1371765,1376188,N
1373795,1378077,V
1374077,1378894,N
1376129,1381118,N
1377118,1382216,N
1378216,1382642,A
1378642,1383491,N
1379491,1384040,N
1380040,1384498,N
1380498,1384753,V
1380753,1385372,N
1381372,1386022,A
1388294,1393009,N
1389009,1393424,V
1389424,1394261,N
1390261,1394684,V
1390684,1395534,N
1391534,1395967,A
1391967,1396598,N
1392598,1397448,N
1393448,1397807,V
1393807,1398715,N
1394715,1399140,A
1395140,1399790,N
1395790,1400354,N
1396354,1401048,N
1397048,1401465,V
1397465,1402498,N
1398498,1402921,A
1398921,1403589,N
1399589,1404180,N
1401845,1406144,A
1404320,1408670,V
1407284,1411542,A
1407542,1412290,N
1409317,1413658,A
1409658,1414540,N
1410961,1415616,N
1411616,1416034,V
1412034,1416998,N
1413423,1417700,V
1413700,1418524,N
1414524,1418932,A
1418830,1423246,N
1419246,1423663,N
1419663,1424071,N
1420071,1424323,V
1420323,1424747,N
1420747,1425362,N
1421362,1426026,N
1424318,1428643,V
1426769,1431108,A
1427108,1431526,A
1427526,1432400,N
1429682,1434307,N
1430307,1434857,N
1430857,1435266,V
1431266,1436000,N
1432000,1436623,V
1432623,1437907,N
1433907,1438331,A
1434331,1438764,A
1434764,1439163,A
1435163,1439997,N
1437729,1442104,A
1443210,1448010,N
1444010,1448300,A
1444300,1448867,N
1445327,1449693,V
1447000,1451808,N
1447808,1452275,N
1448275,1452949,N
1448949,1453800,N
1449800,1454841,N
1450841,1455265,A
1451265,1455916,N
1451916,1456489,N
1452489,1457222,N
1453222,1457806,N
1453806,1458247,N
1454247,1458680,A
1454680,1459081,A
1455081,1460021,N
1456021,1460469,N
1456469,1460837,A
1469315,1473683,N
1478744,1483585,N
1479585,1484160,A
1480160,1484584,V
1480584,1486327,N
1482327,1486767,A
1482767,1487168,A
1483168,1488006,N
1484006,1488483,A
1484483,1489334,N
1485334,1490015,N
1486015,1490447,A
1486447,1491499,N
1487499,1492306,N
1488306,1492599,A
1491920,1496896,N
1498002,1502408,V
1499276,1503689,A
1499689,1504101,A
1500101,1504769,N
1500769,1505318,N
1501318,1505768,N
1501768,1506251,N
1502251,1506915,N
1503468,1508341,N
1505223,1509525,V
1508017,1512481,N
1510880,1515906,N
1511906,1516156,A
1512156,1517155,N
1513155,1517598,A
1513598,1518295,N
1514295,1518837,N
1514837,1519138,V
1515138,1519745,N
1515745,1520577,N
1516577,1521036,A
1517036,1521395,V
1517395,1522303,N
1518303,1522719,A
1518719,1523585,N
1519585,1523985,N
1519985,1524411,N
1520411,1524864,N
1520864,1525244,N
1521734,1526094,V
1526734,1531058,A
1527058,1531425,A
1527425,1531891,N
1529657,1534007,V
1530007,1534414,N
1534590,1538997,N
1537846,1542744,N
1538744,1543545,N
1539545,1544387,N
1540387,1544804,A
1540804,1545304,N
1541304,1545687,N
1541687,1546169,N
1542169,1546544,N
1542544,1546969,N
1542969,1547394,N
1543394,1547843,N
1543843,1548260,N
1544260,1548769,N
1544769,1549185,N
1545185,1549572,N
1545572,1550051,N
1546451,1550852,N
1546852,1551524,N
1547524,1552142,N
1548142,1552925,N
1548925,1553374,V
1551556,1555865,V
1551865,1556308,N
1552308,1556766,N
1552766,1557149,V
1553149,1558023,N
1554023,1558489,V
1554489,1559764,N
1555764,1560131,A
1556131,1560549,A
1556549,1560980,A
1556980,1561888,N
1557888,1562680,N
1558680,1562978,V
1558978,1563946,N
1559946,1564371,A
1560371,1565228,N
1561228,1565654,A
1561654,1566371,N
1562371,1566961,N
1563657,1568504,N
1566609,1571609,N
1569733,1574066,N
1570066,1574500,N
1570500,1574974,N
1570974,1575374,V
1571374,1576199,N
1572199,1576616,A
1572616,1577332,N
1573332,1577957,N
1573957,1578651,N
1574651,1579664,N
1575664,1580089,A
1576089,1581006,N
1577006,1581364,A
1577364,1582113,N
1578113,1582746,N
1578746,1583431,N
1579431,1584038,N
1580038,1584306,V
1580306,1585287,N
1581287,1585712,N
1581712,1586104,A
1582104,1586586,N
1582586,1586954,N
1582954,1587428,N
1583428,1587878,N
1584694,1589104,N
1588482,1593326,N
1589326,1593754,A
1589754,1594142,A
1590142,1594992,N
1592333,1596733,A
1592733,1597141,A
1593141,1597482,N
1593482,1597942,N
1593942,1598370,N
1594370,1598848,N
1594848,1599290,N
1595290,1599649,N
1595649,1600115,N
1596115,1600531,N
1596531,1600974,N
1596974,1601382,N
1597382,1601815,N
1597815,1602257,N
1598257,1602748,N
1598748,1603139,V
1599139,1604072,N
1600072,1604463,A
1600463,1605314,N
1601314,1605590,V
1601590,1606163,N
1602163,1606645,N
1602645,1607037,N
1603037,1607421,N
1603421,1607919,N
1603919,1608721,N
1604721,1609136,V
1605136,1610019,N
1606019,1610436,A
1606436,1611295,N
1607295,1611753,N
1607753,1612135,N
1608135,1612595,N
1608595,1613010,A
1609010,1613843,N
1609843,1614329,N
1610329,1614594,V
1612942,1617276,A
1615741,1620232,N
1616623,1621066,A
1617066,1621966,N
1617966,1622356,A
1618356,1623073,N
1619073,1623673,N
1619673,1624349,N
1620349,1624905,V
1621814,1626221,A
1622221,1626539,A
1622539,1627459,N
1623459,1628321,N
1624321,1628597,A
1624597,1629204,N
1625204,1629653,N
1625653,1630044,A
1626044,1630769,N
1626769,1631395,N
1627395,1631820,N
1627820,1632090,V
1628090,1632670,N
1628670,1633404,N
1629404,1633994,N
1629994,1634687,N
1630687,1635717,N
1631717,1636069,A
1632069,1636958,N
1632958,1637367,A
1633367,1638275,N
1634275,1639107,N
1635107,1639566,V
1635566,1640906,N
1636906,1641324,A
1637324,1642215,N
1638215,1642614,A
1638614,1643107,N
1639107,1643489,N
1639489,1643906,N
1639906,1644364,N
1640364,1644740,N
1640740,1645230,N
1641230,1645673,N
1641673,1646056,A
1642056,1646468,A
1642468,1647356,N
1643356,1648672,N
1644672,1649038,A
1645038,1649471,A
1645471,1649937,N
1645937,1650381,N
1646381,1650763,N
1646763,1651220,N
1647220,1651595,N
1647595,1652045,N
1648912,1653302,N
1649302,1653736,N
1650194,1654569,N
1650569,1654977,N
1650977,1655426,N
1651426,1655835,N
1651835,1656302,N
1652302,1656668,N
1652668,1657118,N
1653118,1657551,N
1653551,1657926,N
1653926,1658417,N
1655083,1659708,N
1656063,1660558,N
1656558,1660944,A
1656944,1661856,N
1657856,1662710,N
1658710,1662965,A
1658965,1663524,N
1659524,1664000,N
1660000,1664364,A
1660364,1664681,A
1661673,1666493,N
1662493,1666963,A
1662963,1667414,N
1663414,1667713,V
1663713,1668123,N
1664123,1668638,N
1664638,1669530,N
1665530,1670388,N
1666388,1670767,A
1666767,1671247,A
1667247,1671571,V
1667571,1672446,N
1668446,1672884,N
1668884,1673354,N
1669354,1673739,N
1669739,1674180,N
1670180,1674637,N
1670637,1675054,N
1671054,1675461,N
1671461,1675969,N
1671969,1676379,V
1672379,1677228,N
1673228,1677720,N
1678427,1682776,A
1678776,1683251,N
1681028,1685458,N
1681793,1686684,N
1684017,1688437,N
1684817,1689290,N
1688707,1693081,A
1689081,1693973,N
1689973,1694856,N
1694947,1699380,N
1695380,1699789,N
1695789,1700262,N
1696529,1701170,N
1697170,1701588,V
1697588,1702462,N
1698462,1702928,N
1698928,1703328,N
1699328,1703785,N
1699785,1704179,N
1700179,1704603,N
1700603,1705044,N
1704068,1708441,A
1705334,1710134,N
1708684,1713158,N
1709158,1713582,N
1709582,1714025,N
1710849,1715282,N
1711282,1715741,N
1712982,1717397,N
1714206,1718631,N
1714631,1719097,N
1716380,1721239,N
1717614,1722463,N
1718463,1722946,N
1718946,1723346,N
1721445,1725771,V
1721771,1726668,N
1722668,1727060,V
1723060,1727919,N
1723919,1728224,A
1724224,1728794,N
1724794,1729247,N
1725247,1729977,N
1725977,1730609,N
1726609,1731300,N
1727300,1732308,N
1728308,1732791,N
1728791,1733216,A
1729216,1733623,N
1729623,1734025,N
1730025,1734459,N
1730459,1734925,N
1730925,1735324,N
1731324,1735800,N
1731800,1736224,N
1732691,1737066,N
1733066,1737515,N
1733515,1737923,N
1733923,1738373,N
1734373,1738714,V
1734714,1739207,N
1735207,1739597,V
1735597,1740456,N
1736456,1740949,N
1737811,1742171,N
1739078,1743421,V
1739421,1743887,N
1739887,1744262,N
1740262,1744696,N
1743612,1748086,N
1744086,1748944,N
1744944,1749352,V
1745352,1750282,N
1746282,1750728,N
