start_index,stop_index,signal_class
168959,173407,A
170665,174950,V
171925,176382,N
172382,176829,A
172829,177311,N
173311,177807,N
173807,178099,A
176707,181130,A
177130,181489,A
177489,181761,V
177761,182329,N
178329,182813,A
180009,184491,N
180491,184931,A
180931,185385,N
181385,185835,N
181835,186089,V
182089,186575,N
182575,187010,N
183010,187329,N
183329,187585,N
183585,187894,N
183894,188157,A
184157,188865,N
184865,189601,N
185601,190174,N
186174,190425,V
187121,191610,N
187610,192125,A
188125,192379,V
189537,193811,A
189811,194247,A
191267,195714,A
191714,196383,N
192383,196853,N
194005,198475,N
200938,205195,V
204065,208531,A
204531,208999,A
206001,210320,A
206320,210729,A
206729,211255,N
207255,211729,N
207729,212135,N
208135,212639,N
208639,213101,N
210719,214974,A
210974,215235,N
211235,215519,N
211519,215990,N
211990,216405,N
214011,218261,A
218365,222615,A
218615,222870,A
218870,223129,A
219846,224193,N
220193,224456,A
220456,224927,N
221685,225993,A
221993,226285,V
223244,227501,A
223501,227951,N
223951,228402,N
229471,233775,A
229775,234025,V
231393,235692,A
231692,236035,A
232765,237227,V
236509,240987,A
237991,242465,A
242827,247081,V
247671,252123,A
249025,253715,N
249715,254367,N
250367,254855,N
250855,255351,N
251351,255669,N
251669,255967,N
251967,256221,N
252221,256723,N
255207,259667,N
255667,259925,A
255925,260251,A
256251,260537,A
256537,261461,N
257461,262078,N
258078,262559,N
258559,262991,N
258991,263272,N
259272,263557,A
259557,263847,A
259847,264551,N
265571,270041,A
266041,270577,N
266577,270833,V
266833,271216,A
267216,271711,N
268627,273051,A
269973,274467,N
270467,274935,A
271775,276281,V
273544,277841,A
273841,278331,A
274937,279407,N
275407,279899,N
275899,280157,V
276861,281126,V
277126,281631,N
277631,282091,N
278091,282559,A
287795,292079,N
288079,292415,N
288415,292665,V
288665,293141,N
289141,293467,N
289467,293727,V
289727,293992,N
289992,294477,N
293686,298139,A
294139,298471,A
299097,303348,V
300491,304969,N
300969,305263,A
301795,306075,V
305503,309753,A
308007,312463,N
308463,312917,N
308917,313168,V
309168,313577,N
310181,314463,V
311623,316133,A
312789,317259,N
313259,317753,N
314517,319086,N
315086,319380,V
315380,319636,A
318348,322803,A
321326,325587,A
322705,327151,N
323151,327537,A
323537,327791,V
324722,329191,V
329262,333717,N
329717,333967,A
329967,334221,A
330221,334647,N
332699,337012,A
333012,337487,A
334305,338953,N
334953,339581,N
335581,340018,N
336018,340307,A
345509,349975,N
346649,351104,N
347104,351463,A
347463,351769,N
347769,352361,N
349053,353335,A
349335,353645,A
349645,354155,N
350155,354405,V
350405,355139,N
351139,356070,N
352070,356355,A
352355,356813,N
352813,357255,N
353255,357624,N
353624,358089,N
354089,358429,V
354429,358935,N
354935,359413,N
355413,359697,V
358221,362651,N
358651,362931,N
358931,363181,V
359181,363432,V
359432,364110,N
360110,364435,A
360435,364893,A
362095,366969,N
362969,367501,A
363501,367998,N
363998,368305,V
364305,368834,A
365895,370373,A
368115,372567,A
374395,378861,A
375825,380384,N
376384,380649,V
376649,381077,A
378069,382571,N
378571,383073,A
379073,383575,N
383304,387797,N
383797,388267,N
384267,388794,N
384794,389064,V
385064,389569,N
385569,389861,V
385861,390140,V
386140,390635,N
386635,390921,V
386921,391413,N
387413,391663,V
387663,392313,N
388313,393010,N
389010,393519,N
389519,394035,N
390035,394495,N
390495,394773,V
390773,395033,N
391033,395487,N
391487,396067,N
392067,396345,N
392345,396603,N
392603,396869,N
392869,397335,N
393335,397803,N
393803,398273,N
394273,398578,V
394578,398865,N
398581,402991,A
400185,404650,A
400650,405389,N
402123,406585,V
405521,409773,V
405773,410095,A
406863,411407,N
407407,411982,A
407982,412453,V
409837,414165,A
410165,414422,A
410422,414869,N
410869,415331,N
411331,415797,N
411797,416136,N
412136,416405,N
412405,416657,N
412657,416913,N
412913,417359,N
413359,417609,V
413609,417946,N
413946,418217,N
414217,418471,N
414471,418730,V
414730,419288,N
415288,419574,V
415574,420194,N
416194,420573,N
416573,421009,N
417009,421457,N
417457,421929,N
417929,422395,N
418395,422987,N
418987,423503,N
419503,423979,N
419979,424427,N
420427,424867,N
420867,425325,N
421325,425780,N
421780,426233,N
422233,426689,N
422689,427144,N
423144,427599,A
425753,430067,A
426067,430349,A
428853,433327,A
430520,435116,A
431116,436515,N
432515,436973,A
432973,437999,N
433999,438301,A
434301,438559,V
434559,439580,N
435580,439875,A
437065,441389,A
437389,441659,V
437659,441935,A
438885,443339,N
439339,443817,A
440433,444691,A
445147,449610,V
450179,454490,V
451587,456087,N
452087,456347,V
452347,456801,N
452801,457259,N
453259,457557,V
453557,458083,N
454083,458651,N
454651,458940,V
454940,459190,V
455190,459994,N
455994,460245,V
456245,460827,N
456827,461287,N
457287,462077,N
458077,462783,N
465841,470327,A
467715,472107,A
468107,472369,A
468369,472857,N
468857,473309,N
469309,473783,N
471113,475581,A
472305,476831,N
472831,477311,V
474399,478739,A
474739,479013,V
475013,479759,N
475759,480045,V
476045,480355,A
482475,486933,A
482933,487185,A
484245,488529,V
484529,488999,N
484999,489492,N
485492,489955,A
491537,495935,V
492575,496847,N
492847,497171,N
493171,497483,N
493483,497991,N
494692,499094,N
495094,499611,N
495910,500235,A
500733,505239,N
501239,505767,N
501767,506145,V
502145,506603,N
502603,507139,N
510017,514497,A
510497,514767,A
510767,515021,V
511596,515905,V
518657,523099,N
519099,523419,A
519419,523877,A
520848,525279,A
521279,526056,N
522056,526519,N
526809,531061,V
527061,531520,N
527520,531770,V
527770,532699,N
528699,533147,A
529147,533935,N
529935,534199,A
530199,534491,A
530491,534963,A
530963,536013,N
532013,536537,N
532537,537075,A
533075,537763,N
533763,538115,V
540061,544519,N
540519,544821,V
540821,545119,N
543275,547727,A
543727,548193,N
544193,548643,N
544643,549111,A
555579,560377,N
557201,561665,N
557665,561947,V
557947,562220,A
564157,568407,V
564407,568867,N
565523,569915,N
565915,570173,V
566173,570567,N
566567,570985,A
566985,571282,A
572145,576601,A
572601,577055,A
573741,578235,V
577993,582270,A
578270,582755,A
585377,589629,A
591921,596453,A
593377,597865,N
594357,598625,V
594625,598922,N
594922,599405,N
595405,600093,N
596093,600594,N
596594,600905,A
596905,601195,N
597195,601709,N
597709,602171,N
598171,602655,N
598655,603313,N
599313,603577,A
599577,603835,A
599835,604293,N
601133,605451,A
601451,605727,A
601727,606013,N
602013,606271,V
602983,607239,V
603239,607702,N
603702,608147,N
604147,608621,N
604621,609117,N
605951,610201,A
607547,612032,A
608987,613452,A
610693,614949,V
612865,617123,A
614135,618596,A
614596,619217,N
615217,619593,N
615593,619843,V
615843,620283,N
616992,621695,N
620663,624919,A
621808,626275,A
623019,627282,A
623282,627565,A
623565,628070,N
636111,640544,N
636544,640807,V
638344,642635,V
639123,643377,V
639377,643855,N
639855,644117,V
640117,644499,N
641157,645409,V
641409,645897,N
642675,647129,V
644655,648923,V
649419,653893,N
649893,654333,N
650333,654793,N
650793,655241,N
651241,655686,N
651686,656361,N
652361,656840,N
652840,657513,N
653513,657969,N
653969,658233,V
654233,658906,N
654906,659354,N
655354,659815,N
655815,660095,V
656095,660676,N
656676,661157,N
657157,661623,N
657623,662073,N
661967,666221,A
665863,670323,N
666323,670776,N
666776,671281,N
668031,672487,N
668487,672961,A
668961,673453,N
669453,674283,N
670283,674733,A
670733,675399,A
673477,677769,A
673769,678025,A
675895,680345,A
676345,680995,N
678786,683509,N
679509,683977,A
682461,686923,N
682923,687381,N
683381,687833,A
684705,689175,N
685175,689631,N
685631,690091,N
686091,690541,N
686541,690799,V
686799,691487,N
687487,691916,N
687916,692384,N
688384,692832,N
688832,693289,N
689289,693746,N
689746,694199,N
690199,694661,N
690661,695178,N
691178,695475,N
691475,695749,N
691749,696001,N
692001,696259,N
692259,696703,N
692703,697160,N
693160,697417,V
694535,698989,N
694989,699446,N
695446,699907,N
695907,700362,N
696362,700817,N
696817,701275,N
697275,701732,N
697732,702184,N
698184,702639,N
698639,703095,N
699095,703547,N
699547,703803,V
699803,704457,N
700457,704917,N
700917,705411,A
701411,706265,N
702265,706730,A
702730,707188,V
703188,708235,N
704235,708505,A
704505,708983,A
704983,709695,N
705695,710166,N
706166,710503,N
706503,710840,N
706840,711115,V
707115,711601,N
707601,711870,N
707870,712156,N
708156,712459,A
708459,712948,A
713277,717749,A
714814,719304,N
715304,719758,N
715758,720011,V
719311,723601,N
720763,725235,N
721235,725709,N
721709,726166,N
722166,726681,N
722681,727619,N
723619,727993,A
723993,728481,N
724481,728893,N
724893,729396,A
725396,730361,N
726361,730879,N
726879,731173,A
727173,731470,A
728207,732633,N
728633,732906,V
728906,733415,N
729415,733921,N
729921,734433,N
736135,740409,A
736409,740823,N
736823,741235,N
737235,741488,V
737488,741943,N
737943,742407,N
738407,742879,N
738879,743381,N
739381,743655,V
739655,744121,N
740121,744909,N
740909,745159,A
741159,745495,A
742837,747291,A
743291,747801,A
743801,748312,N
744312,748801,N
744801,749079,V
745079,749671,N
745671,749921,V
745921,750343,N
746343,750837,N
746837,751283,N
747283,751735,N
747735,752329,N
748329,753075,N
749075,753335,A
749335,753739,A
749739,754505,N
750505,754961,N
750961,755453,N
751453,755881,N
751881,756329,N
752329,756773,N
752773,757041,V
753041,757565,N
753565,757873,N
753873,758259,A
754259,758521,V
755383,759648,A
755648,759905,A
762531,767005,N
763005,767602,N
763602,767865,V
763865,768126,A
764126,768813,N
764813,769418,N
765418,769939,V
766816,771324,N
767324,771587,V
771367,775633,A
771633,776052,A
772815,777127,A
773127,777379,V
774558,778819,A
774819,779156,A
775156,779417,V
776825,781304,N
777745,782017,N
778318,782613,N
778613,782873,V
779583,783835,V
779835,784249,A
780921,785183,A
781183,785436,V
781899,786367,N
782367,786827,N
782827,787293,N
783293,787816,N
783816,788447,N
784447,788839,V
784839,789090,V
785090,789821,N
785821,790077,V
786077,790539,N
786539,790999,N
790638,794896,A
790896,795571,N
791571,796047,N
792047,796521,A
792521,797129,N
793129,798070,N
794070,798755,N
795616,799867,A
796599,801141,N
797141,801680,A
798661,802986,A
800209,804459,A
800459,804917,A
801745,806009,A
802009,806509,N
802509,806869,N
802869,807361,A
803361,807867,A
806145,810629,N
806629,811095,N
807095,811851,N
807851,812351,N
808351,812637,V
808637,812935,A
809932,814403,N
810403,814958,N
810958,815339,N
811339,815772,N
811772,816277,N
812277,816551,N
812551,816821,N
812821,817121,N
813121,817372,N
813372,817777,N
813777,818267,N
814267,818767,N
814767,819116,N
815116,819390,V
815390,819867,N
815867,820367,N
816367,820827,N
816827,821282,N
817903,822153,V
818153,822607,N
818607,822857,V
819603,823940,N
819940,824207,V
820603,825113,N
821113,825583,N
821583,826087,N
822639,827153,N
823153,827403,N
823403,827715,N
823715,827991,V
823991,828509,N
824509,828795,V
824795,829347,N
825347,830145,N
826145,830685,V
826685,831733,N
827733,832291,N
828291,832807,N
828807,833087,N
829087,833349,V
829349,833613,N
829613,834107,N
830107,834587,N
830587,835058,A
831058,835501,V
832675,836959,A
832959,837409,A
834254,838517,A
834517,838990,A
837741,842003,V
840261,844781,N
840781,845305,N
841305,846000,N
842000,846457,A
842457,846917,A
843867,848210,A
844210,848485,A
844485,848743,A
848653,852907,A
848907,853315,A
850017,854563,N
851391,856113,N
853686,857939,A
855075,859779,N
855779,860087,A
856087,860415,N
856415,860819,N
856819,861103,N
857103,861582,N
857582,862279,N
858279,862737,N
858737,863192,A
859901,864183,A
860183,864433,A
860433,864871,N
861751,866261,N
862261,866745,A
862745,867281,A
863281,868317,N
864317,868801,A
864801,869461,N
866833,871095,A
867528,871989,N
867989,872253,V
869309,873567,A
873341,877623,A
873623,878081,N
874081,878555,N
874555,878875,V
874875,879189,A
875189,879673,N
879619,883902,N
879902,884212,A
880212,884463,A
886781,891067,A
887067,891567,A
893284,897741,N
893741,898219,N
894219,898485,N
894485,898751,N
894751,899143,N
895143,899405,V
895405,899893,N
895893,900145,V
896145,900857,N
896857,901279,N
897279,901665,N
897665,901945,V
897945,902427,N
898427,902893,N
898893,903561,N
899561,904017,N
900017,904469,N
900469,904721,V
900721,905189,N
901808,906292,V
903985,908543,N
904543,909023,N
905023,909276,V
905276,909751,N
906532,910825,V
909613,914129,N
910129,914551,N
910551,915017,N
911017,915487,N
911487,915893,N
911893,916514,N
912514,916981,N
912981,917674,N
915255,920195,N
916195,920685,A
916685,921104,A
917104,921747,N
917747,922193,V
918193,922883,N
918883,923137,V
919137,923597,N
919597,924263,N
920263,924715,N
920715,925168,N
921168,925621,N
921621,926074,N
922074,926529,N
922529,926985,N
922985,927275,V
923275,927889,N
923889,928345,N
924345,928807,N
924807,929263,N
925263,929723,N
925723,930093,N
926093,930357,V
926357,930841,N
926841,931285,N
927285,931751,N
927751,932223,N
928223,932671,N
928671,933138,N
929138,933445,V
929445,934012,N
930012,934479,N
930479,934933,A
930933,935187,V
932311,936766,N
932766,937221,A
933221,937678,N
933678,938209,N
934209,938799,N
934799,939513,N
935513,940197,N
936197,941092,N
937092,941491,A
938197,942899,N
938899,943357,N
939357,943812,N
939812,944265,N
940265,944717,N
940717,945175,N
941175,945829,N
941829,946083,V
942083,946611,N
942611,947215,N
943215,947641,N
943641,947994,V
943994,948427,N
944427,949005,N
945005,949505,N
945505,949806,V
945806,950119,A
946119,950579,N
947331,951585,A
947585,952002,N
948002,952491,N
948491,952785,N
948785,953053,N
949053,953305,N
949305,953791,N
949791,954212,N
956547,961023,N
957023,961699,N
957699,962159,N
958159,962613,N
958613,963079,N
959079,963531,N
959531,963993,N
959993,964453,N
960453,965069,N
961069,965569,N
961569,965825,V
961825,966487,N
962487,966878,N
965093,969383,V
965869,970573,N
966573,971269,N
967269,971717,A
967717,972219,N
968219,972949,N
968949,973267,A
969267,973531,A
969531,974191,N
970191,975223,N
971223,975685,A
971685,976225,N
972225,976501,N
972501,976869,N
972869,977121,V
973121,977567,N
973567,977981,N
973981,978287,N
974287,978591,N
974591,978940,N
974940,979195,V
975195,979662,N
975662,980029,N
976029,980535,N
976535,981017,N
977533,981967,V
978780,983033,A
979033,983285,A
979285,983763,N
979763,984251,N
980251,984663,N
980663,985161,N
981161,986043,N
982043,986485,N
982485,986748,A
982748,987039,N
983039,987325,A
983325,987807,N
992023,996279,V
994781,999037,N
995037,999291,N
995291,999571,N
995571,999892,N
996529,1000795,V
996795,1001045,V
997983,1002273,A
998273,1002525,A
998525,1002799,N
999295,1003789,N
1001587,1005837,A
1002969,1007222,A
1005941,1010195,A
1006195,1010648,N
1006648,1010949,V
1006949,1011443,N
1007443,1011911,N
1007911,1012372,N
1008372,1012777,N
1008777,1013119,A
1009119,1013377,V
1009377,1014254,N
1010254,1014507,A
1010507,1015173,A
1012801,1017064,V
1015817,1020315,N
1016315,1020603,N
1016603,1020896,A
1016896,1021149,A
1017149,1021868,N
1017868,1022453,N
1018453,1023003,N
1019003,1023457,N
1019457,1023709,V
1022409,1026667,V
1023427,1027725,V
1023725,1028103,A
1027315,1031599,V
1028779,1033033,A
1029033,1033523,N
1029523,1033967,N
1029967,1034239,V
1030239,1034684,N
1030684,1035378,N
1031378,1035993,N
1031993,1036261,V
1033107,1037589,N
1033589,1037843,A
1033843,1038099,N
1034099,1038575,N
1034575,1039013,A
1035013,1039438,A
1036690,1041023,A
1037023,1041312,A
1037312,1041618,N
1037618,1042073,N
1038073,1042429,N
1038429,1043011,N
1039011,1043645,N
1039645,1043951,A
1039951,1044491,N
1043321,1047571,A
1044064,1048489,N
1046477,1050754,A
1046754,1051006,V
1047925,1052177,A
1049310,1053571,A
1052535,1056787,A
1052787,1057039,A
1053039,1057295,N
1053647,1057913,V
1053913,1058413,N
1054413,1058865,N
1054865,1059125,V
1055125,1059655,N
1055655,1060136,N
1056136,1060421,V
1056421,1060678,A
1058847,1063173,A
1059173,1063423,A
1059899,1064155,V
1060155,1064405,V
1060877,1065147,V
1061147,1065625,N
1061625,1065875,V
1061875,1066349,N
1062349,1066615,V
1062615,1066918,N
1062918,1067417,N
1064619,1069043,V
1069619,1073949,V
1070607,1074861,V
1072717,1076967,A
1081898,1086158,A
1083460,1087965,A
1086481,1090967,A
1086967,1091899,N
1087899,1092267,N
1088267,1092526,A
1088526,1092776,N
1088776,1093054,N
1089054,1093717,N
1089717,1094421,N
1091223,1095509,A
1091509,1095769,A
1096143,1100397,A
1096397,1100695,A
1096695,1101173,N
1097945,1102443,N
1098443,1102739,V
1098739,1103239,N
1099239,1103625,N
1099625,1103911,N
1099911,1104197,N
1100197,1104447,V
1100447,1104849,N
1100849,1105107,N
1101107,1105357,N
1101357,1105617,N
1101617,1106167,N
1102167,1106637,N
1102637,1107083,N
1103083,1107341,V
1103341,1107747,N
1104196,1108486,N
1104486,1108783,A
1104783,1109157,A
1105919,1110182,A
1106182,1110539,A
1109533,1113797,A
1109797,1114074,N
1110074,1114369,N
1110369,1114673,N
1110673,1114953,N
1111425,1115887,N
1116849,1121112,A
1117112,1121365,A
1120836,1125097,A
1121097,1125371,V
1121847,1126197,N
1122197,1126497,V
1122497,1126809,A
1126847,1131153,A
1127153,1131403,V
1127403,1132340,N
1128340,1132797,N
1128797,1133056,A
1129056,1133357,N
1129357,1133895,N
1129895,1134365,A
1133107,1137361,A
1133361,1137815,A
1133815,1138127,V
1134127,1138609,N
1134609,1139009,N
1135009,1139416,A
1135416,1140273,N
1136273,1140743,V
1136743,1141681,N
1137681,1141935,A
1137935,1142439,N
1138439,1142713,V
1138713,1143075,N
1139075,1143643,N
1139643,1144173,N
1140173,1144705,N
1140705,1145351,N
1141351,1145607,V
1142947,1147197,V
1143197,1147453,A
1143453,1148135,N
1144135,1148625,N
1144625,1148887,V
1144887,1149235,N
1145235,1149719,N
1145719,1150019,N
1146019,1150273,V
1146273,1150547,N
1146547,1150984,N
1146984,1151491,N
1147491,1151757,V
1147757,1152233,A
1148233,1153349,N
1149349,1153753,A
1149753,1154262,A
1150262,1154916,N
1150916,1155181,V
1151889,1156338,N
1154685,1159112,A
1155112,1159703,N
1155703,1160463,N
1156463,1160917,N
1156917,1161369,N
1157369,1161631,V
1157631,1161978,N
1157978,1162239,V
1158239,1162965,N
1158965,1163441,N
1159441,1163757,N
1159757,1164054,N
1160054,1164309,N
1160309,1164671,N
1160671,1165131,N
1161131,1166042,N
1162042,1166294,A
1162294,1166561,A
1162561,1167021,N
1163021,1167477,N
1163477,1167901,N
1163901,1168394,N
1164394,1168825,N
1164825,1169159,A
1165159,1169637,A
1166871,1171329,A
1167329,1171793,A
1168353,1172635,N
1168635,1172895,A
1168895,1173147,A
1170095,1174425,A
1170425,1175086,N
1171086,1175654,N
1171654,1175912,A
1171912,1176168,A
1172168,1176637,N
1172637,1177101,N
1173101,1177556,N
1173556,1177811,V
1173811,1178267,N
1174267,1178957,N
1174957,1179254,N
1175254,1179533,A
1175533,1179825,N
1177941,1182199,A
1178199,1182706,A
1178706,1183193,N
1179193,1183751,N
1179751,1184011,V
1180011,1184525,N
1180525,1185094,N
1181094,1185359,V
1181359,1185853,A
1182777,1187099,A
1183099,1187394,A
1183394,1187655,V
1184349,1188599,V
1185165,1189467,V
1188049,1192299,A
1188299,1192565,A
1203910,1208409,N
1204409,1208957,N
1204957,1209486,N
1205486,1209974,N
1205974,1210227,V
1207343,1211604,V
1218145,1222399,A
1218399,1222852,A
1227947,1232213,N
1228213,1232511,N
1228511,1232805,N
1237985,1242243,V
1239393,1243850,A
1240857,1245145,A
1241145,1245399,A
1241399,1245649,N
1241649,1246049,N
1242558,1246811,V
1246633,1250895,V
1247379,1251733,N
1247733,1252259,N
1248259,1252741,N
1248741,1253075,V
1249075,1253609,N
1249609,1254009,N
1250009,1254479,N
1250479,1254909,V
1250909,1255761,N
1251761,1256027,A
1252027,1256283,A
1252283,1256533,N
1252533,1256824,N
1260501,1264756,A
1260756,1265037,N
1261037,1265377,N
1261377,1265651,N
1261651,1265937,N
1261937,1266275,N
1262275,1266527,V
1263447,1267901,V
1265447,1269731,N
1266197,1270655,N
1266655,1271113,A
1268317,1272649,A
1268649,1273367,N
1269367,1273623,A
1269623,1273877,V
1269877,1274341,N
1270341,1274768,N
1270768,1275243,N
1271243,1275755,N
1271755,1276033,V
1272033,1276556,N
1272556,1276813,V
1272813,1277269,N
1276539,1281131,N
1277131,1281705,N
1277705,1282148,N
1278148,1282609,N
1278609,1283099,N
1279099,1283439,V
1279439,1283877,N
1279877,1284317,N
1280889,1285169,A
1282833,1287339,A
1283339,1287947,N
1283947,1288647,N
1284647,1289087,V
1285087,1289771,N
1285771,1290241,N
1286241,1290715,N
1292010,1296483,N
1292483,1296930,N
1292930,1297231,V
1293231,1297699,N
1293699,1298153,N
1294153,1298465,V
1294465,1298715,V
1295405,1299875,N
1295875,1300335,N
1297183,1301446,V
1298383,1302847,A
1300375,1304640,A
1300640,1304895,A
1300895,1305151,V
1301711,1305999,N
1301999,1306257,A
1302257,1306511,A
1306407,1310879,N
1306879,1311131,A
1307131,1311439,N
1307439,1311891,N
1307891,1312355,N
1308355,1312799,N
1308799,1313335,N
1309335,1313807,N
1309807,1314063,V
1310063,1314546,N
1310546,1315253,N
1311253,1315543,V
1311543,1315996,N
1311996,1316459,N
1312459,1316731,N
1312731,1316989,A
1312989,1317253,A
1313253,1317933,N
1314857,1319125,A
1315715,1319965,N
1319433,1324085,N
1321051,1325433,A
1321433,1325707,A
1321707,1325983,N
1321983,1326434,N
1323360,1327611,V
1324509,1328779,A
1324779,1329101,A
1325101,1329474,N
1325474,1329941,N
1325941,1330377,N
1326377,1330873,N
1326873,1331743,N
1327743,1332033,A
1328033,1333216,N
1329216,1333677,A
1331367,1335855,A
1331855,1336413,N
1332413,1336859,N
1332859,1337139,V
1333139,1337401,A
1333401,1337931,N
1333931,1338430,N
1334430,1338703,V
1334703,1339183,A
1338691,1343161,A
1339161,1343744,N
1339744,1344515,N
1340515,1345051,N
1341051,1345329,A
1341329,1345789,N
1341789,1346083,V
1342083,1346341,N
1342341,1346817,N
1342817,1347435,N
1343435,1347688,A
1345305,1349771,A
1345771,1350055,V
1346710,1351021,N
1347021,1351323,A
1347323,1351633,A
1348399,1352861,V
1353564,1357818,A
1354311,1359029,N
1355029,1359322,A
1355322,1359790,N
1355790,1360237,N
1356237,1360721,N
1356721,1361193,N
1357193,1361493,V
1357493,1362011,N
1358011,1362481,N
1358481,1363406,N
1359406,1363869,N
1359869,1364119,A
1360119,1364587,N
1360587,1364891,N
1360891,1365449,N
1361449,1366145,N
1363084,1367557,N
1363557,1367991,A
1363991,1368453,N
1364453,1368931,N
1364931,1369824,N
1365824,1370319,N
1366319,1370772,N
1366772,1371217,N
1367217,1371647,N
1367647,1372155,N
1368155,1372455,V
1368455,1372733,A
1368733,1373441,N
1369441,1373909,N
1369909,1374371,A
1370371,1375083,N
1371083,1375511,N
1371511,1375774,V
1371774,1376295,N
1372295,1376653,N
1372653,1376905,V
1372905,1377585,N
1373585,1378023,N
1374476,1378727,V
1375851,1380111,A
1387291,1391544,A
1389109,1393362,V
1390273,1394673,A
1392707,1396959,N
1394125,1398571,N
1394571,1399049,N
1395049,1399311,N
1395311,1399597,N
1395597,1399847,N
1395847,1400295,N
1396295,1400753,N
1396753,1401191,N
1397191,1401467,V
1397467,1401719,N
1397719,1402197,N
1398197,1402865,N
1398865,1403119,V
1399119,1403617,N
1399617,1403893,V
1399893,1404668,N
1400668,1405189,N
1401189,1405478,A
1401478,1405777,N
1401777,1406029,N
1402029,1406379,N
1402379,1406863,N
1402863,1407319,N
1403319,1407847,N
1403847,1408320,N
1404320,1408785,N
1404785,1409134,N
1405134,1409543,N
1405543,1409993,N
1407991,1412447,A
1408447,1412700,V
1413487,1417910,N
1413910,1418369,N
1414369,1418898,N
1414898,1419197,V
1415197,1419636,N
1415636,1420115,N
1416115,1420415,V
1416415,1420981,N
1417895,1422145,A
1419257,1423717,N
1419717,1424180,A
1420961,1425251,A
1421251,1425739,A
1421739,1426658,N
1422658,1427577,N
1423577,1428028,A
1424028,1428490,N
1424490,1428947,N
1424947,1429408,N
1425408,1429911,N
1425911,1430259,V
1426259,1430747,N
1426747,1431381,N
1427381,1431641,V
1428794,1433241,A
1436981,1441483,N
1437483,1441997,N
1437997,1442516,N
1438516,1443017,N
1439017,1443581,N
1439581,1444073,N
1440073,1444551,N
1440551,1444998,N
1440998,1445691,N
1442151,1446406,V
1443274,1447534,A
1444903,1449241,A
1445241,1449664,A
1446457,1450711,A
1446711,1451007,A
1447007,1451929,N
1447929,1452418,N
1448418,1452675,A
1448675,1452941,N
1448941,1453209,N
1449209,1453485,N
1449485,1453959,N
1449959,1454215,V
1454371,1458889,A
1454889,1459174,A
1455174,1459637,N
1455637,1460071,N
1456071,1460501,N
1456501,1461009,N
1457009,1461260,V
1458243,1462699,N
1458699,1463205,N
1459205,1463485,V
1459485,1463740,A
1459740,1464403,N
1460403,1465033,N
1461033,1465749,N
1461749,1466477,N
1462477,1466995,N
1462995,1467551,N
1467043,1471853,N
1467853,1472643,N
1468643,1473123,N
1469123,1473431,A
1469431,1473731,N
1469731,1474219,N
1470219,1474675,N
1470675,1475205,N
1471205,1475661,N
1471661,1476290,N
1472290,1476894,N
1472894,1477548,N
1473548,1477948,V
1473948,1478471,N
1474471,1479121,N
1475121,1479581,N
1475581,1479941,V
1475941,1480205,V
1476829,1481088,V
1477088,1481559,N
1477559,1482237,N
1478237,1482987,N
1478987,1483323,A
1479323,1483762,A
1479762,1484271,N
1480271,1485022,N
1481022,1485299,A
1481299,1485551,N
1481551,1485861,N
1481861,1486151,A
1482151,1486439,A
1482439,1487395,N
1483395,1487767,A
1483767,1488216,A
1484216,1488661,N
1485311,1489564,A
1485564,1489858,A
1485858,1490131,A
1486131,1490817,N
1486817,1491303,N
1487303,1491740,N
1487740,1492201,N
1488201,1492553,N
1488553,1492827,N
